city,admin_name,capital,population
"Aiken, United States",South Carolina,,32334.0
"Ailan Mubage, China",Xinjiang,minor,778047.0
"Aileu, Timor-Leste",Aileu,admin,
"Aimores, Brazil",Minas Gerais,minor,25141.0
"Ain Aicha, Morocco",Fès-Meknès,,24723.0
"Ain Beida, Algeria",Oum el Bouaghi,,116064.0
"Ain Beida, Morocco",Marrakech-Safi,,10368.0
"Ain Bessem, Algeria",Bouira,,32548.0
"Ain Cheggag, Morocco",Fès-Meknès,,28584.0
"Ain Defla, Algeria",Aïn Defla,admin,65453.0
"Ain Dfali, Morocco",Rabat-Salé-Kénitra,,23018.0
"Ain El Aouda, Morocco",Rabat-Salé-Kénitra,,98502.0
"Ain Fakroun, Algeria",Oum el Bouaghi,,48804.0
"Ain Feka, Algeria",Djelfa,,16842.0
"Ain Harrouda, Morocco",Casablanca-Settat,,60804.0
"Ain Jemaa, Morocco",Fès-Meknès,,12942.0
"Ain Kansara, Morocco",Fès-Meknès,,14910.0
"Ain Kechera, Algeria",Skikda,,24572.0
"Ain Kercha, Algeria",Oum el Bouaghi,,30575.0
"Ain Lechiakh, Algeria",Aïn Defla,,13196.0
"Ain Legdah, Morocco",Fès-Meknès,,10598.0
"Ain M'Lila, Algeria",Oum el Bouaghi,,88441.0
"Ain Mediouna, Morocco",Fès-Meknès,,15115.0
"Ain Nouissy, Algeria",Mostaganem,,14530.0
"Ain Oulmene, Algeria",Sétif,,73831.0
"Ain Oussera, Algeria",Djelfa,,101239.0
"Ain Sefra, Algeria",Naama,,52320.0
"Ain Smara, Algeria",Constantine,,32548.0
"Ain Taoujdat, Morocco",Fès-Meknès,,16070.0
"Ain Taya, Algeria",Alger,,34501.0
"Ain Tedeles, Algeria",Mostaganem,,38823.0
"Ain Temouchent, Algeria",Aïn Temouchent,admin,75558.0
"Ain Touta, Algeria",Batna,,59904.0
"Ain Youcef, Algeria",Tlemcen,,13234.0
"Ain Zaouia, Algeria",Tizi Ouzou,,17320.0
"Ain Zohra, Morocco",Rabat-Salé-Kénitra,,10151.0
"Ain Zora, Morocco",Oriental,,8705.0
"Ain el Bya, Algeria",Oran,,32611.0
"Ain el Hadid, Algeria",Tiaret,,15482.0
"Ain el Hadjar, Algeria",Bouira,,9260.0
"Ain el Mediour, Morocco",Souss-Massa,,9000.0
"Ainan, Japan",Ehime,,19131.0
"Ainapur, India",Karnātaka,,8865.0
"Ainaro, Timor-Leste",Ainaro,admin,3085.0
"Aine Draham, Tunisia",Jendouba,,9788.0
"Ainring, Germany",Bavaria,,10002.0
"Ainsdale, United Kingdom",Sefton,,12723.0
"Aioi, Japan",Hyōgo,,28350.0
"Aioun, Mauritania",Hodh el Gharbi,admin,24199.0
"Aipe, Colombia",Huila,minor,29177.0
"Aiquile, Bolivia",Cochabamba,,7381.0
"Aira, Japan",Kagoshima,,76610.0
"Airdrie, Canada",Alberta,,74100.0
"Airdrie, United Kingdom",North Lanarkshire,,37410.0
"Aire-sur-la-Lys, France",Hauts-de-France,,9568.0
"Airmadidi, Indonesia",Sulawesi Utara,minor,31446.0
"Airmont, United States",New York,,10082.0
"Airway Heights, United States",Washington,,10766.0
"Aisai, Japan",Aichi,,60914.0
"Aisho, Japan",Shiga,,20913.0
"Ait Ali, Morocco",Souss-Massa,,113236.0
"Ait Ben Daoudi, Morocco",Marrakech-Safi,,21010.0
"Ait Bouchta, Morocco",Tanger-Tétouan-Al Hoceïma,,20013.0
"Ait Bousarane, Morocco",Béni Mellal-Khénifra,,19501.0
"Ait Bouziyane, Morocco",Fès-Meknès,,22780.0
"Ait Faska, Morocco",Marrakech-Safi,,16210.0
"Ait Hadi, Morocco",Marrakech-Safi,,8847.0
"Ait Hani, Morocco",Drâa-Tafilalet,,11120.0
"Ait I'yach, Morocco",Drâa-Tafilalet,,12932.0
"Ait Lhaj All, Morocco",Fès-Meknès,,13604.0
"Ait Majdane, Morocco",Béni Mellal-Khénifra,,18538.0
"Ait Melloul, Morocco",Souss-Massa,,210870.0
"Ait Ouaoumana, Morocco",Béni Mellal-Khénifra,,8850.0
"Ait Ourir, Morocco",Marrakech-Safi,,12162.0
"Ait Rami, Morocco",Souss-Massa,,8706.0
"Ait Tagalla, Morocco",Béni Mellal-Khénifra,,8662.0
"Ait Tamlil, Morocco",Béni Mellal-Khénifra,,18091.0
"Ait Touil, Morocco",Rabat-Salé-Kénitra,,9375.0
"Ait Yaazem, Morocco",Fès-Meknès,,16912.0
"Ait Yaich, Algeria",Tizi Ouzou,,14439.0
"Ait Youssef Ou Ali, Morocco",Drâa-Tafilalet,,16492.0
"Aiuaba, Brazil",Ceará,minor,14076.0
"Aiud, Romania",Alba,,21307.0
"Aix-en-Provence, France",Provence-Alpes-Côte d’Azur,minor,147933.0
"Aix-les-Bains, France",Auvergne-Rhône-Alpes,,32175.0
"Aiyampuzha, India",Kerala,,14902.0
"Aiyappan Kovil, India",Kerala,,34267.0
"Aiyetoro Gbede, Nigeria",Kogi,,15000.0
"Aiyomojok, Cameroon",South-West,,5798.0
"Aizawa, Japan",Kanagawa,,39763.0
"Aizawl, India",Mizoram,admin,293416.0
"Aizenay, France",Pays de la Loire,,10218.0
"Aizkraukle, Latvia",Aizkraukle,admin,6853.0
"Aizubange, Japan",Fukushima,,14906.0
"Aizumi, Japan",Tokushima,,35269.0
"Aizumisato, Japan",Fukushima,,19078.0
"Aizuwakamatsu, Japan",Fukushima,,117924.0
"Aj Jourf, Morocco",Drâa-Tafilalet,,11865.0
"Aja, Egypt",Ad Daqahlīyah,,17580.0
"Ajaccio, France",Corsica,admin,75343.0
"Ajacuba, Mexico",Hidalgo,,18872.0
"Ajaigarh, India",Madhya Pradesh,,18476.0
"Ajas, India",Jammu and Kashmīr,,13028.0
"Ajax, Canada",Ontario,,126666.0
"Ajdabiya, Libya",Al Wāḩāt,admin,416000.0
"Ajdir, Morocco",Fès-Meknès,,8640.0
"Ajdovscina, Slovenia",Ajdovščina,admin,6843.0
"Ajijic, Mexico",Jalisco,,11439.0
"Ajim, Tunisia",Médenine,,24294.0
"Ajjampur, India",Karnātaka,,13654.0
"Ajjanahalli, India",Tamil Nādu,,11899.0
"Ajjipuram, India",Karnātaka,,10169.0
"Ajka, Hungary",Veszprém,minor,26408.0
"Ajmer, India",Rājasthān,,551101.0
"Ajnala, India",Punjab,,18602.0
"Ajodhya, India",Uttar Pradesh,,55890.0
"Ajuy, Philippines",Iloilo,,53462.0
"Ak'ordat, Eritrea",Gash-Barka,,8857.0
"Ak-Dovurak, Russia",Tyva,,12456.0
"Ak-Suu, Kyrgyzstan",Chüy,,9677.0
"Akabira, Japan",Hokkaidō,,9644.0
"Akabli, Algeria",Adrar,,10171.0
"Akaiwa, Japan",Okayama,,42341.0
"Akalapura, India",Karnātaka,,9930.0
"Akalgarh, India",Punjab,,8715.0
"Akambadam, India",Kerala,,15758.0
"Akanavaritota, India",Andhra Pradesh,,19507.0
"Akassato, Benin",Atlantique,,17197.0
"Akat Amnuai, Thailand",Sakon Nakhon,minor,9013.0
"Akayu, Japan",Yamagata,,12860.0
"Akbarpur, India",Uttar Pradesh,,42248.0
"Akbez, Turkey",Hatay,,10228.0
"Akbou, Algeria",Bejaïa,,52282.0
"Akcaabat, Turkey",Trabzon,minor,129290.0
"Akcadag, Turkey",Malatya,minor,27872.0
"Akcakale, Turkey",Şanlıurfa,minor,123721.0
"Akcakoca, Turkey",Düzce,minor,27878.0
"Akdagmadeni, Turkey",Yozgat,minor,22180.0
"Akdepe, Turkmenistan",Daşoguz,,15580.0
"Akersberga, Sweden",Stockholm,minor,28033.0
"Aketao, China",Xinjiang,minor,36270.0
"Aketi, Congo (Kinshasa)",Bas-Uélé,,38588.0
"Akhaltsikhe, Georgia",Samtskhe-Javakheti,admin,10153.0
"Akhisar, Turkey",Manisa,minor,177419.0
"Akhmim, Egypt",Sūhāj,,482666.0
"Akhnur, India",Jammu and Kashmīr,,10770.0
"Akhtubinsk, Russia",Astrakhanskaya Oblast’,minor,35635.0
"Akhty, Russia",Dagestan,minor,15285.0
"Aki, Japan",Kōchi,,16370.0
"Akil, Mexico",Yucatán,,10176.0
"Akim Swedru, Ghana",Eastern,,10379.0
"Akiruno, Japan",Tōkyō,,79600.0
"Akishima, Japan",Tōkyō,,112110.0
"Akita, Japan",Akita,admin,302984.0
"Akitakata, Japan",Hiroshima,,27249.0
"Akividu, India",Andhra Pradesh,,24506.0
"Akjoujt, Mauritania",Inchiri,admin,11235.0
"Akkattettar, India",Kerala,,28592.0
"Akkus, Turkey",Ordu,minor,21258.0
"Aklanpa, Benin",Collines,,16895.0
"Aklera, India",Rājasthān,,37714.0
"Aklim, Morocco",Oriental,,8630.0
"Aklvidu, India",Andhra Pradesh,,24506.0
"Akola, India",Mahārāshtra,,425817.0
"Akom II, Cameroon",Sud,,8802.0
"Akono, Cameroon",Centre,,8511.0
"Akonolinga, Cameroon",Centre,,47561.0
"Akora, India",Madhya Pradesh,,14566.0
"Akora, Pakistan",Khyber Pakhtunkhwa,,20157.0
"Akot, India",Mahārāshtra,,92637.0
"Akouda, Tunisia",Sousse,,31938.0
"Akpassi, Benin",Collines,,8979.0
"Akron, United States",Ohio,,538659.0
"Akropong, Ghana",Eastern,,13785.0
"Aksaray, Turkey",Aksaray,admin,247147.0
"Aksay, Kazakhstan",West Kazakhstan,minor,32873.0
"Aksay, Russia",Rostovskaya Oblast’,minor,48372.0
"Aksehir, Turkey",Konya,minor,93965.0
"Akseki, Turkey",Antalya,minor,10477.0
"Aksu, China",Xinjiang,minor,535657.0
"Aksu, Turkey",Antalya,minor,77623.0
"Aksum, Ethiopia",Tigray,,66800.0
"Aktepe, Turkey",Hatay,minor,8736.0
"Aktuluk, Turkey",Tunceli,,35161.0
"Akune, Japan",Kagoshima,,19009.0
"Akurana, Sri Lanka",Central,,63397.0
"Akure, Nigeria",Ondo,admin,847903.0
"Akureyri, Iceland",Akureyri,,19893.0
"Akwatia, Ghana",Eastern,,23766.0
"Akyazi, Turkey",Sakarya,minor,101782.0
"Akyurt, Turkey",Ankara,minor,40625.0
"Al 'Attawia, Morocco",Marrakech-Safi,,30315.0
"Al Aaroui, Morocco",Oriental,,46540.0
"Al Abraq, Libya",Al Jabal al Akhḑar,,8861.0
"Al Ahad al Masarihah, Saudi Arabia",Jāzān,,110710.0
"Al Ahmadi, Kuwait",Al Aḩmadī,,68763.0
"Al Atarib, Syria",Ḩalab,minor,10657.0
"Al Awjam, Saudi Arabia",Ash Sharqīyah,,16147.0
"Al Badari, Egypt",Asyūţ,,42770.0
"Al Badrashayn, Egypt",Al Jīzah,,90000.0
"Al Bahah, Saudi Arabia",Al Bāḩah,admin,21983.0
"Al Bahnasa, Egypt",Al Minyā,,15948.0
"Al Bajur, Egypt",Al Minūfīyah,,427017.0
"Al Balyana, Egypt",Sūhāj,,46997.0
"Al Bardiyah, Libya",Al Buţnān,,9149.0
"Al Basrah, Iraq",Al Başrah,admin,1326564.0
"Al Bayahu, Egypt",Al Minyā,,17069.0
"Al Bayda', Libya",Al Jabal al Akhḑar,admin,250000.0
"Al Bayda', Yemen",Al Bayḑā’,admin,37821.0
"Al Brouj, Morocco",Casablanca-Settat,,19438.0
"Al Buraymi, Oman",Al Buraymī,admin,67963.0
"Al Buwaydah, Syria",Rīf Dimashq,,8832.0
"Al Fallujah, Iraq",Al Anbār,minor,250884.0
"Al Fashn, Egypt",Banī Suwayf,,512242.0
"Al Faw, Iraq",Al Başrah,minor,105080.0
"Al Fayd, Morocco",Souss-Massa,,10559.0
"Al Fayyum, Egypt",Al Fayyūm,admin,519047.0
"Al Fqih Ben Calah, Morocco",Béni Mellal-Khénifra,,97380.0
"Al Fuhays, Jordan",Al Balqā’,minor,21908.0
"Al Fujayrah, United Arab Emirates",Al Fujayrah,admin,93673.0
"Al Ghardaqah, Egypt",Al Baḩr al Aḩmar,admin,214247.0
"Al Ghat, Saudi Arabia",Ar Riyāḑ,,16500.0
"Al Ghayzah, Yemen",Al Mahrah,admin,10948.0
"Al Ghizlaniyah, Syria",Rīf Dimashq,minor,38473.0
"Al Ha'ir, Saudi Arabia",Ar Riyāḑ,,13473.0
"Al Hajar al Aswad, Syria",Rīf Dimashq,minor,101827.0
"Al Hamah, Syria",Rīf Dimashq,,10045.0
"Al Hamalah, Bahrain",Ash Shamālīyah,,18000.0
"Al Hamdaniyah, Iraq",Nīnawá,minor,35000.0
"Al Hammam, Morocco",Béni Mellal-Khénifra,,15438.0
"Al Hammamiyah, Egypt",Al Baḩr al Aḩmar,,8952.0
"Al Hamzah, Iraq",Al Qādisīyah,minor,260000.0
"Al Harah, Syria",Dar‘ā,,17172.0
"Al Hasakah, Syria",Al Ḩasakah,admin,188160.0
"Al Hashimiyah, Iraq",Bābil,minor,37300.0
"Al Hawiyah, Saudi Arabia",Makkah al Mukarramah,,148151.0
"Al Hayy, Iraq",Wāsiţ,minor,82900.0
"Al Hazm, Yemen",Al Jawf,admin,16044.0
"Al Hibah, Egypt",Al Baḩr al Aḩmar,,16209.0
"Al Hillah, Iraq",Bābil,admin,541034.0
"Al Hillah, Saudi Arabia",Ar Riyāḑ,,
"Al Hindiyah, Iraq",Karbalā’,minor,84100.0
"Al Hisn, Jordan",Irbid,minor,35085.0
"Al Hoceima, Morocco",Tanger-Tétouan-Al Hoceïma,,50225.0
"Al Hudaydah, Yemen",Al Ḩudaydah,admin,404062.0
"Al Hufuf, Saudi Arabia",Ash Sharqīyah,,660788.0
"Al Husayniyah, Egypt",Ash Sharqīyah,,30825.0
"Al Jabayish, Iraq",Dhī Qār,minor,36100.0
"Al Jabin, Yemen",Raymah,admin,
"Al Jaghbub, Libya",Al Buţnān,,2960.0
"Al Jahra', Kuwait",Al Jahrā’,,393432.0
"Al Jammaliyah, Egypt",Ad Daqahlīyah,,97682.0
"Al Jawf, Libya",Al Kufrah,admin,18587.0
"Al Jazirah al Hamra', United Arab Emirates",Ra’s al Khaymah,,10190.0
"Al Jizah, Jordan",Al ‘Āşimah,minor,110097.0
"Al Jubayl, Saudi Arabia",Ash Sharqīyah,,474679.0
"Al Jumayl, Libya",An Nuqāţ al Khams,,102000.0
"Al Jumayliyah, Qatar",Ash Shīḩānīyah,,13085.0
"Al Juwayyidah, Jordan",Al ‘Āşimah,minor,176400.0
"Al Karak, Jordan",Al Karak,admin,21678.0
"Al Karak, Syria",Dar‘ā,,10510.0
"Al Karnak, Egypt",Al Uqşur,,26488.0
"Al Khankah, Egypt",Al Qalyūbīyah,,78185.0
"Al Kharj, Saudi Arabia",Ar Riyāḑ,,295462.0
"Al Kharjah, Egypt",Al Wādī al Jadīd,admin,49991.0
"Al Khawr, Qatar",Al Khawr wa adh Dhakhīrah,admin,61877.0
"Al Khmissat, Morocco",Rabat-Salé-Kénitra,,88839.0
"Al Khubar, Saudi Arabia",Ash Sharqīyah,,219679.0
"Al Khums, Libya",Al Marqab,,201943.0
"Al Kiswah, Syria",Rīf Dimashq,minor,43456.0
"Al Kufah, Iraq",An Najaf,minor,171305.0
"Al Kut, Iraq",Wāsiţ,admin,
"Al Lataminah, Syria",Ḩamāh,,16267.0
"Al Lith, Saudi Arabia",Makkah al Mukarramah,,72000.0
"Al M'aziz, Morocco",Rabat-Salé-Kénitra,,10812.0
"Al Ma`alla', Yemen",‘Adan,minor,49891.0
"Al Madad, Yemen",Aḑ Ḑāli‘,,29853.0
"Al Madamud, Egypt",Al Uqşur,,15091.0
"Al Madrah Sama'il, Oman",Ad Dākhilīyah,,47718.0
"Al Mafraq, Jordan",Al Mafraq,admin,580000.0
"Al Mahallah al Kubra, Egypt",Al Gharbīyah,,592573.0
"Al Mahwit, Yemen",Al Maḩwīt,admin,16291.0
"Al Majaridah, Saudi Arabia",‘Asīr,,53629.0
"Al Majma`ah, Saudi Arabia",Ar Riyāḑ,,47743.0
"Al Malikiyah, Bahrain",Ash Shamālīyah,,14800.0
"Al Malikiyah, Syria",Al Ḩasakah,minor,39000.0
"Al Manaqil, Sudan",Gezira,,151827.0
"Al Mansurah, Egypt",Ad Daqahlīyah,admin,621953.0
"Al Mansurah, Yemen",‘Adan,minor,114931.0
"Al Maraghah, Egypt",Sūhāj,,432678.0
"Al Marj, Libya",Al Marj,admin,169540.0
"Al Matariyah, Egypt",Ad Daqahlīyah,,300000.0
"Al Mayadin, Syria",Dayr az Zawr,minor,48922.0
"Al Mazar ash Shamali, Jordan",Irbid,minor,16000.0
"Al Mazyunah, Oman",Z̧ufār,minor,10000.0
"Al Midhnab, Saudi Arabia",Al Qaşīm,,44043.0
"Al Mijlad, Sudan",West Kordofan,,
"Al Mindak, Saudi Arabia",Al Bāḩah,,33319.0
"Al Minshah, Egypt",Sūhāj,,65484.0
"Al Minya, Egypt",Al Minyā,admin,236043.0
"Al Miqdadiyah, Iraq",Diyālá,minor,155968.0
"Al Misrakh, Yemen",Ta‘izz,minor,112653.0
"Al Mu`abbadah, Syria",Al Ḩasakah,,15759.0
"Al Mu`addamiyah, Syria",Rīf Dimashq,,14228.0
"Al Mubarraz, Saudi Arabia",Ash Sharqīyah,,298562.0
"Al Mudaybi, Oman",Shamāl ash Sharqīyah,,115040.0
"Al Muharraq, Bahrain",Al Muḩarraq,,176583.0
"Al Mukalla, Yemen",Ḩaḑramawt,admin,594951.0
"Al Musayfirah, Syria",Dar‘ā,minor,10466.0
"Al Musayyib, Iraq",Bābil,minor,76454.0
"Al Muzayrib, Syria",Dar‘ā,minor,12640.0
"Al Qa'im, Iraq",Al Anbār,minor,74100.0
"Al Qa`idah, Yemen",Ibb,,39254.0
"Al Qal`ah, Egypt",Qinā,,11511.0
"Al Qamishli, Syria",Al Ḩasakah,minor,184231.0
"Al Qardahah, Syria",Al Lādhiqīyah,minor,8671.0
"Al Qaryatayn, Syria",Ḩimş,minor,37820.0
"Al Qasr, Egypt",Al Wādī al Jadīd,,4474.0
"Al Qatif, Saudi Arabia",Ash Sharqīyah,,625092.0
"Al Qays, Egypt",Al Minyā,,20603.0
"Al Qbab, Morocco",Béni Mellal-Khénifra,,14580.0
"Al Qitena, Sudan",White Nile,,26893.0
"Al Qubbah, Libya",Darnah,,24631.0
"Al Qunaytirah, Syria",Al Qunayţirah,admin,153.0
"Al Qunfudhah, Saudi Arabia",Makkah al Mukarramah,,300516.0
"Al Qurayn, Egypt",Ash Sharqīyah,,64453.0
"Al Qurayya, Syria",Dayr az Zawr,,70680.0
"Al Qurayyat, Saudi Arabia",Al Jawf,minor,167080.0
"Al Qurnah, Iraq",Al Başrah,minor,286073.0
"Al Qusayr, Syria",Ḩimş,minor,46772.0
"Al Qusiyah, Egypt",Asyūţ,,69388.0
"Al Qutayfah, Syria",Rīf Dimashq,minor,26671.0
"Al Quway`iyah, Saudi Arabia",Ar Riyāḑ,,8712.0
"Al Wajh, Saudi Arabia",Tabūk,minor,50000.0
"Al Wakrah, Qatar",Al Wakrah,admin,87970.0
"Al Waqf, Egypt",Qinā,,301486.0
"Al Yadudah, Syria",Dar‘ā,,8967.0
"Al `Ajami, Egypt",Al Iskandarīyah,,300000.0
"Al `Alamayn, Egypt",Maţrūḩ,,2413.0
"Al `Amadiyah, Iraq",Dahūk,minor,11000.0
"Al `Amarah, Iraq",Maysān,admin,511500.0
"Al `Amirat, Oman",Masqaţ,,70000.0
"Al `Aqabah, Jordan",Al ‘Aqabah,admin,140000.0
"Al `Aqiq, Saudi Arabia",Al Bāḩah,,35629.0
"Al `Arish, Egypt",Shamāl Sīnā’,admin,178651.0
"Al `Asharah, Syria",Dayr az Zawr,minor,17537.0
"Al `Ashir min Ramadan, Egypt",Ash Sharqīyah,,246148.0
"Al `Awwamiyah, Saudi Arabia",Ash Sharqīyah,,25500.0
"Al `Aydabi, Saudi Arabia",Jāzān,,31735.0
"Al `Ayn, United Arab Emirates",Abū Z̧aby,,766936.0
"Al `Ayyat, Egypt",Al Jīzah,,44171.0
"Al `Aziziyah, Iraq",Wāsiţ,minor,44868.0
"Al `Aziziyah, Libya",Al Jafārah,admin,23399.0
"Al `Uqaylah, Libya",Al Wāḩāt,,100.0
"Ala, Italy",Trentino-Alto Adige,,8806.0
"Ala-Buka, Kyrgyzstan",Jalal-Abad,minor,15426.0
"Alabang, Philippines",Muntinlupa,,71075.0
"Alabaster, United States",Alabama,,33633.0
"Alabat, Philippines",Quezon,,15936.0
"Alabel, Philippines",Sarangani,admin,88294.0
"Alaca, Turkey",Çorum,minor,19510.0
"Alacam, Turkey",Samsun,minor,24647.0
"Alacati, Turkey",İzmir,minor,10386.0
"Alachua, United States",Florida,,10638.0
"Alacuas, Spain",Valencia,,30022.0
"Aladag, Turkey",Adana,minor,15897.0
"Alafaya, United States",Florida,,90874.0
"Alagappapuram, India",Tamil Nādu,,10719.0
"Alagarai, India",Tamil Nādu,,9781.0
"Alagir, Russia",North Ossetia,minor,21315.0
"Alagoa Grande, Brazil",Paraíba,minor,26062.0
"Alagoa Nova, Brazil",Paraíba,minor,20921.0
"Alagoinha, Brazil",Bahia,,14718.0
"Alagoinhas, Brazil",Bahia,minor,152327.0
"Alahina, Mali",Koulikoro,,11673.0
"Alajarvi, Finland",Etelä-Pohjanmaa,minor,9113.0
"Alajuela, Costa Rica",Alajuela,admin,44374.0
"Alajuelita, Costa Rica",San José,,11988.0
"Alakamisy Anativato, Madagascar",Antananarivo,,10754.0
"Alakamisy Itenina, Madagascar",Fianarantsoa,,27000.0
"Alakamisy, Madagascar",Fianarantsoa,,18000.0
"Alakamisy-Ambohimaha, Madagascar",Fianarantsoa,,22000.0
"Alakamisy-Ambohimahazo, Madagascar",Fianarantsoa,,9000.0
"Alamada, Philippines",Cotabato,,68659.0
"Alamadi, India",Tamil Nādu,,344701.0
"Alamat'a, Ethiopia",Tigray,,33214.0
"Alameda, United States",California,,76876.0
"Alamedin, Kyrgyzstan",Chüy,,11773.0
"Alaminos, Philippines",Pangasinan,,99397.0
"Alamnagar, India",Bihār,,31818.0
"Alamo, Mexico",Veracruz,minor,25159.0
"Alamo, United States",Texas,,20008.0
"Alamogordo, United States",New Mexico,,31063.0
"Alamos, Mexico",Sonora,minor,10961.0
"Alamosa, United States",Colorado,,9847.0
"Alampalaiyam, India",Tamil Nādu,,20136.0
"Alampur Gonpura, India",Bihār,,12686.0
"Alampur, India",Andhra Pradesh,,14877.0
"Alamuru, India",Andhra Pradesh,,45000.0
"Aland, India",Karnātaka,,46523.0
"Alandatte, India",Kerala,,34878.0
"Alangalang, Philippines",Leyte,,57185.0
"Alanganallur, India",Tamil Nādu,,14622.0
"Alangayam, India",Tamil Nādu,,22243.0
"Alangudi, India",Tamil Nādu,,14204.0
"Alangulam, India",Tamil Nādu,,23658.0
"Alanya, Turkey",Antalya,minor,364180.0
"Alapayevsk, Russia",Sverdlovskaya Oblast’,minor,35972.0
"Alapli, Turkey",Zonguldak,minor,20777.0
"Alarobia Bemaha, Madagascar",Antananarivo,,15000.0
"Alarobia, Madagascar",Antananarivo,,16000.0
"Alasandigutta, India",Andhra Pradesh,,184625.0
"Alasehir, Turkey",Manisa,minor,104717.0
"Alashankou, China",Xinjiang,minor,11097.0
"Alassio, Italy",Liguria,,10059.0
"Alat, Azerbaijan",Bakı,,12600.0
"Alatri, Italy",Lazio,,27693.0
"Alatsinainy Ialamarina, Madagascar",Fianarantsoa,,18000.0
"Alatsinainy-Bakaro, Madagascar",Antananarivo,,20370.0
"Alattur, India",Kerala,,26720.0
"Alatyr, Russia",Chuvashiya,,32265.0
"Alauli, India",Bihār,,16998.0
"Alausi, Ecuador",Chimborazo,minor,6071.0
"Alaverdi, Armenia",Lorri,,13000.0
"Alavus, Finland",Etelä-Pohjanmaa,minor,10933.0
"Alawalpur, India",Punjab,,9467.0
"Alawandi, India",Karnātaka,,9117.0
"Alayaman, India",Kerala,,12869.0
"Alayor, Spain",Balearic Islands,,10042.0
"Alba Iulia, Romania",Alba,admin,64227.0
"Alba, Italy",Piedmont,,31210.0
"Albacete, Spain",Castille-La Mancha,minor,174137.0
"Albal, Spain",Valencia,,17038.0
"Albania, Colombia",La Guajira,minor,19429.0
"Albano Laziale, Italy",Lazio,,39718.0
"Albany, Australia",Western Australia,,25196.0
"Albany, United States",New York,admin,602242.0
"Albatera, Spain",Valencia,,13296.0
"Albemarle, United States",North Carolina,,16527.0
"Albenga, Italy",Liguria,,23376.0
"Alberdi, Paraguay",Ñeembucú,,9679.0
"Albergaria-a-Velha, Portugal",Aveiro,minor,25252.0
"Alberique, Spain",Valencia,,10945.0
"Alberobello, Italy",Puglia,,10248.0
"Albert Lea, United States",Minnesota,,18379.0
"Albert, France",Hauts-de-France,,9658.0
"Albertirsa, Hungary",Pest,,13724.0
"Alberton, South Africa",Gauteng,,121536.0
"Albertville, France",Auvergne-Rhône-Alpes,minor,19706.0
"Albertville, United States",Alabama,,22584.0
"Albi, France",Occitanie,minor,50605.0
"Albignasego, Italy",Veneto,,26890.0
"Albina, Suriname",Marowijne,admin,5247.0
"Albinea, Italy",Emilia-Romagna,,8817.0
"Albino, Italy",Lombardy,,17449.0
"Alblasserdam, Netherlands",Zuid-Holland,minor,20136.0
"Albolote, Spain",Andalusia,,19587.0
"Alboraya, Spain",Valencia,,26259.0
"Albox, Spain",Andalusia,,12408.0
"Albstadt, Germany",Baden-Württemberg,,46831.0
"Albu Kamal, Syria",Dayr az Zawr,minor,52020.0
"Albuera, Philippines",Leyte,,47151.0
"Albufeira, Portugal",Faro,minor,44158.0
"Albuquerque, United States",New Mexico,,767499.0
"Alburquerque, Philippines",Bohol,,11246.0
"Albury, Australia",New South Wales,,4804.0
"Alcacer do Sal, Portugal",Setúbal,minor,13046.0
"Alcala de Guadaira, Spain",Andalusia,,76922.0
"Alcala de Henares, Spain",Madrid,,196888.0
"Alcala la Real, Spain",Andalusia,,21581.0
"Alcala, Colombia",Valle del Cauca,minor,12716.0
"Alcala, Philippines",Pangasinan,,48908.0
"Alcalde Diaz, Panama",Panamá,minor,41292.0
"Alcamo, Italy",Sicilia,,44569.0
"Alcanena, Portugal",Santarém,minor,13868.0
"Alcaniz, Spain",Aragon,,16247.0
"Alcantara, Brazil",Maranhão,minor,18467.0
"Alcantara, Philippines",Romblon,,17171.0
"Alcantaras, Brazil",Ceará,minor,11369.0
"Alcantarilla, Spain",Murcia,,43547.0
"Alcarraz, Spain",Catalonia,,10018.0
"Alcaudete, Spain",Andalusia,,10243.0
"Alcazar de San Juan, Spain",Castille-La Mancha,,31382.0
"Alcira, Spain",Valencia,,47335.0
"Alcoa, United States",Tennessee,,11635.0
"Alcobaca, Brazil",Bahia,minor,24530.0
"Alcobaca, Portugal",Leiria,minor,53649.0
"Alcobendas, Spain",Madrid,,117041.0
"Alcochete, Portugal",Setúbal,minor,17569.0
"Alcora, Spain",Valencia,,10581.0
"Alcorcon, Spain",Madrid,,173625.0
"Alcorta, Argentina",Santa Fe,,9870.0
"Alcoy, Philippines",Cebu,,19186.0
"Alcoy, Spain",Valencia,,60372.0
"Alcudia, Spain",Balearic Islands,,21322.0
"Aldama, Mexico",Chihuahua,minor,18642.0
"Aldan, Russia",Sakha (Yakutiya),minor,21490.0
"Aldaya, Spain",Valencia,,34035.0
"Aldeia de Paio Pires, Portugal",Setúbal,,13258.0
"Aldeias Altas, Brazil",Maranhão,minor,23286.0
"Alden, United States",New York,,9776.0
"Aldenham, United Kingdom",Hertfordshire,,9631.0
"Aldenhoven, Germany",North Rhine-Westphalia,,14231.0
"Aldershot, United Kingdom",Hampshire,,57211.0
"Alderwood Manor, United States",Washington,,10168.0
"Aldine, United States",Texas,,15434.0
"Aldo Bonzi, Argentina",Buenos Aires,,18175.0
"Aldoar, Portugal",Porto,,12843.0
"Aldridge, United Kingdom",Walsall,,39475.0
"Alebtong, Uganda",Alebtong,admin,7900.0
